is_pick,match_id,order,team,hero,win
True,6566781397,16,Evil Geniuses,Shadow Shaman,0
True,6566781397,17,T1,Treant Protector,1
False,6566781397,10,Evil Geniuses,Ursa,0
False,6566781397,20,Evil Geniuses,Anti-Mage,0
False,6566840888,11,beastcoast,Io,1
True,6566840888,4,BetBoom Team,Mars,0
False,6566840888,8,BetBoom Team,Chaos Knight,0
False,6566840888,3,beastcoast,Storm Spirit,1
False,6566840888,21,beastcoast,Necrophos,1
True,6566840888,7,BetBoom Team,Keeper of the Light,0
False,6566840888,2,BetBoom Team,Timbersaw,0
False,6566840888,0,BetBoom Team,Shadow Demon,0
False,6566840888,1,beastcoast,Visage,1
True,6566840888,6,beastcoast,Nature's Prophet,1
True,6566840888,16,BetBoom Team,Jakiro,0
True,6566840888,14,beastcoast,Void Spirit,1
False,6566840888,9,beastcoast,Pangolier,1
True,6566840888,5,beastcoast,Tusk,1
False,6566840888,12,BetBoom Team,Batrider,0
True,6566840888,15,BetBoom Team,Kunkka,0
False,6566840888,10,BetBoom Team,Lina,0
True,6566840888,23,beastcoast,Underlord,1
True,6566840888,17,beastcoast,Lifestealer,1
False,6566840888,19,beastcoast,Slardar,1
False,6566840888,13,beastcoast,Ember Spirit,1
False,6566840888,20,BetBoom Team,Ancient Apparition,0
False,6566840888,18,BetBoom Team,Undying,0
True,6566840888,22,BetBoom Team,Naga Siren,0
False,6566878745,1,Evil Geniuses,Io,0
False,6566878745,0,T1,Mars,1
False,6566878745,9,Evil Geniuses,Chaos Knight,0
True,6566878745,4,T1,Pugna,1
False,6566878745,2,T1,Storm Spirit,1
False,6566878745,21,Evil Geniuses,Doom,0
False,6566878745,18,T1,Terrorblade,1
True,6566878745,5,Evil Geniuses,Viper,0
False,6566878745,3,Evil Geniuses,Nature's Prophet,0
False,6566878745,19,Evil Geniuses,Sand King,0
True,6566878745,6,Evil Geniuses,Tiny,0
False,6566878745,8,T1,Templar Assassin,1
True,6566878745,17,Evil Geniuses,Kunkka,0
True,6566878745,7,T1,Lina,1
False,6566878745,10,T1,Invoker,1
False,6566878745,11,Evil Geniuses,Abaddon,0
False,6566878745,12,T1,Puck,1
False,6566878745,13,Evil Geniuses,Beastmaster,0
True,6566878745,15,T1,Treant Protector,1
False,6566878745,20,T1,Phantom Lancer,1
True,6566878745,23,Evil Geniuses,Naga Siren,0
True,6566878745,14,Evil Geniuses,Snapfire,0
True,6566878745,16,T1,Windranger,1
True,6566878745,22,T1,Vengeful Spirit,1
False,6566885647,11,BOOM Esports,Io,0
True,6566885647,5,BOOM Esports,Mars,0
False,6566885647,12,OG,Chaos Knight,1
False,6566885647,2,OG,Pugna,1
True,6566885647,4,OG,Storm Spirit,1
False,6566885647,0,OG,Grimstroke,1
False,6566885647,3,BOOM Esports,Keeper of the Light,0
False,6566885647,1,BOOM Esports,Timbersaw,0
True,6566885647,16,OG,Jakiro,1
True,6566885647,7,OG,Razor,1
False,6566885647,21,BOOM Esports,Templar Assassin,0
False,6566885647,19,BOOM Esports,Huskar,0
True,6566885647,15,OG,Clockwerk,1
True,6566885647,17,BOOM Esports,Ember Spirit,0
False,6566885647,9,BOOM Esports,Enigma,0
False,6566885647,13,BOOM Esports,Enchantress,0
True,6566885647,14,BOOM Esports,Bane,0
True,6566885647,6,BOOM Esports,Shadow Shaman,0
False,6566885647,10,OG,Treant Protector,1
False,6566885647,20,OG,Riki,1
False,6566885647,8,OG,Anti-Mage,1
False,6566885647,18,OG,Morphling,1
True,6566885647,22,OG,Spectre,1
True,6566885647,23,BOOM Esports,Phantom Assassin,0
True,6567029565,7,Team Liquid,Io,0
True,6567029565,4,Team Liquid,Mars,0
False,6567029565,3,Thunder Awaken,Pugna,1
False,6567029565,12,Team Liquid,Storm Spirit,0
True,6567029565,16,Team Liquid,Grimstroke,0
False,6567029565,8,Team Liquid,Terrorblade,0
True,6567029565,22,Team Liquid,Necrophos,0
False,6567029565,19,Thunder Awaken,Viper,1
False,6567029565,0,Team Liquid,Timbersaw,0
False,6567029565,1,Thunder Awaken,Nature's Prophet,1
False,6567029565,10,Team Liquid,Sand King,0
True,6567029565,15,Team Liquid,Wraith King,0
False,6567029565,9,Thunder Awaken,Razor,1
True,6567029565,5,Thunder Awaken,Tiny,1
True,6567029565,23,Thunder Awaken,Batrider,1
False,6567029565,2,Team Liquid,Templar Assassin,0
False,6567029565,18,Team Liquid,Underlord,0
False,6567029565,11,Thunder Awaken,Death Prophet,1
False,6567029565,20,Team Liquid,Dragon Knight,0
True,6567029565,14,Thunder Awaken,Bane,1
True,6567029565,6,Thunder Awaken,Snapfire,1
True,6567029565,17,Thunder Awaken,Spectre,1
False,6567029565,13,Thunder Awaken,Luna,1
False,6567029565,21,Thunder Awaken,Venomancer,1
True,6567037281,6,Team Spirit,Io,1
False,6567037281,0,Fnatic,Mars,0
True,6567037281,16,Fnatic,Chaos Knight,0
False,6567037281,2,Fnatic,Storm Spirit,0
False,6567037281,20,Fnatic,Terrorblade,0
True,6567037281,4,Fnatic,Keeper of the Light,0
True,6567037281,22,Fnatic,Timbersaw,0
False,6567037281,10,Fnatic,Void Spirit,0
True,6567037281,7,Fnatic,Monkey King,0
True,6567037281,17,Team Spirit,Sand King,1
False,6567037281,1,Team Spirit,Templar Assassin,1
True,6567037281,14,Team Spirit,Kunkka,1
False,6567037281,18,Fnatic,Lifestealer,0
False,6567037281,19,Team Spirit,Ember Spirit,1
False,6567037281,3,Team Spirit,Medusa,1
False,6567037281,9,Team Spirit,Death Prophet,1
True,6567037281,15,Fnatic,Winter Wyvern,0
True,6567037281,5,Team Spirit,Bane,1
False,6567037281,11,Team Spirit,Beastmaster,1
False,6567037281,21,Team Spirit,Tidehunter,1
False,6567037281,13,Team Spirit,Treant Protector,1
True,6567037281,23,Team Spirit,Anti-Mage,1
False,6567037281,8,Fnatic,Night Stalker,0
False,6567037281,12,Fnatic,Legion Commander,0
True,6567037682,4,TSM FTX,Io,1
False,6567037682,3,Gaimin Gladiators,Mars,0
False,6567037682,13,Gaimin Gladiators,Chaos Knight,0
False,6567037682,1,Gaimin Gladiators,Storm Spirit,0
True,6567037682,17,Gaimin Gladiators,Keeper of the Light,0
True,6567037682,14,Gaimin Gladiators,Pangolier,0
False,6567037682,8,TSM FTX,Monkey King,1
False,6567037682,0,TSM FTX,Sand King,1
False,6567037682,12,TSM FTX,Razor,1
False,6567037682,2,TSM FTX,Tiny,1
True,6567037682,7,TSM FTX,Kunkka,1
True,6567037682,16,TSM FTX,Underlord,1
True,6567037682,15,TSM FTX,Leshrac,1
False,6567037682,10,TSM FTX,Bloodseeker,1
False,6567037682,19,Gaimin Gladiators,Winter Wyvern,0
True,6567037682,22,TSM FTX,Enchantress,1
True,6567037682,23,Gaimin Gladiators,Sven,0
False,6567037682,18,TSM FTX,Ursa,1
True,6567037682,5,Gaimin Gladiators,Chen,0
True,6567037682,6,Gaimin Gladiators,Lycan,0
False,6567037682,9,Gaimin Gladiators,Gyrocopter,0
False,6567037682,11,Gaimin Gladiators,Bristleback,0
False,6567037682,20,TSM FTX,Juggernaut,1
False,6567037682,21,Gaimin Gladiators,Crystal Maiden,0
False,6567132607,0,Fnatic,Io,0
True,6567132607,5,Team Spirit,Mars,1
False,6567132607,11,Team Spirit,Chaos Knight,1
True,6567132607,7,Fnatic,Pugna,0
True,6567132607,4,Fnatic,Storm Spirit,0
True,6567132607,17,Team Spirit,Grimstroke,1
False,6567132607,18,Fnatic,Terrorblade,0
True,6567132607,6,Team Spirit,Keeper of the Light,1
True,6567132607,23,Team Spirit,Troll Warlord,1
False,6567132607,9,Team Spirit,Sand King,1
True,6567132607,22,Fnatic,Wraith King,0
True,6567132607,14,Team Spirit,Tiny,1
False,6567132607,1,Team Spirit,Templar Assassin,1
False,6567132607,10,Fnatic,Lina,0
False,6567132607,20,Fnatic,Underlord,0
False,6567132607,21,Team Spirit,Lifestealer,1
False,6567132607,3,Team Spirit,Medusa,1
False,6567132607,13,Team Spirit,Death Prophet,1
True,6567132607,16,Fnatic,Dragon Knight,0
False,6567132607,12,Fnatic,Invoker,0
False,6567132607,2,Fnatic,Bane,0
True,6567132607,15,Fnatic,Hoodwink,0
False,6567132607,8,Fnatic,Anti-Mage,0
False,6567132607,19,Team Spirit,Lone Druid,1
False,6567143852,3,TSM FTX,Io,0
False,6567143852,1,TSM FTX,Mars,0
False,6567143852,11,TSM FTX,Chaos Knight,0
False,6567143852,2,Gaimin Gladiators,Pugna,1
True,6567143852,4,Gaimin Gladiators,Storm Spirit,1
False,6567143852,19,TSM FTX,Necrophos,0
True,6567143852,5,TSM FTX,Keeper of the Light,0
False,6567143852,21,TSM FTX,Timbersaw,0
False,6567143852,18,Gaimin Gladiators,Sand King,1
False,6567143852,12,Gaimin Gladiators,Razor,1
True,6567143852,17,TSM FTX,Tiny,0
False,6567143852,9,TSM FTX,Underlord,0
True,6567143852,6,TSM FTX,Ember Spirit,0
False,6567143852,10,Gaimin Gladiators,Medusa,1
True,6567143852,15,Gaimin Gladiators,Dragon Knight,1
True,6567143852,22,Gaimin Gladiators,Bloodseeker,1
True,6567143852,14,TSM FTX,Enchantress,0
False,6567143852,0,Gaimin Gladiators,Bane,1
False,6567143852,13,TSM FTX,Tidehunter,0
True,6567143852,7,Gaimin Gladiators,Shadow Shaman,1
False,6567143852,8,Gaimin Gladiators,Anti-Mage,1
False,6567143852,20,Gaimin Gladiators,Night Stalker,1
True,6567143852,23,TSM FTX,Legion Commander,0
True,6567143852,16,Gaimin Gladiators,Crystal Maiden,1
False,6567240449,1,Fnatic,Io,1
True,6567240449,4,TSM FTX,Mars,0
False,6567240449,13,Fnatic,Chaos Knight,1
False,6567240449,3,Fnatic,Pugna,1
False,6567240449,2,TSM FTX,Storm Spirit,0
True,6567240449,23,Fnatic,Grimstroke,1
True,6567240449,5,Fnatic,Keeper of the Light,1
True,6567240449,15,TSM FTX,Viper,0
False,6567240449,10,TSM FTX,Nature's Prophet,0
True,6567240449,16,TSM FTX,Monkey King,0
False,6567240449,21,Fnatic,Razor,1
False,6567240449,0,TSM FTX,Templar Assassin,0
False,6567240449,8,TSM FTX,Lina,0
False,6567240449,19,Fnatic,Faceless Void,1
True,6567240449,17,Fnatic,Lifestealer,1
False,6567240449,9,Fnatic,Medusa,1
True,6567240449,6,Fnatic,Dragon Knight,1
False,6567240449,11,Fnatic,Abaddon,1
False,6567240449,18,TSM FTX,Beastmaster,0
True,6567240449,14,Fnatic,Hoodwink,1
True,6567240449,22,TSM FTX,Shadow Shaman,0
False,6567240449,20,TSM FTX,Venomancer,0
False,6567240449,12,TSM FTX,Juggernaut,0
True,6567240449,7,TSM FTX,Phoenix,0
False,6567245668,2,Gaimin Gladiators,Io,1
True,6567245668,5,Team Spirit,Mars,0
False,6567245668,20,Gaimin Gladiators,Chaos Knight,1
False,6567245668,1,Team Spirit,Pugna,0
True,6567245668,4,Gaimin Gladiators,Storm Spirit,1
True,6567245668,14,Team Spirit,Grimstroke,0
True,6567245668,6,Team Spirit,Keeper of the Light,0
False,6567245668,13,Team Spirit,Timbersaw,0
False,6567245668,12,Gaimin Gladiators,Pangolier,1
True,6567245668,7,Gaimin Gladiators,Monkey King,1
False,6567245668,18,Gaimin Gladiators,Razor,1
True,6567245668,17,Team Spirit,Tiny,0
False,6567245668,9,Team Spirit,Templar Assassin,0
False,6567245668,10,Gaimin Gladiators,Lina,1
False,6567245668,11,Team Spirit,Medusa,0
True,6567245668,16,Gaimin Gladiators,Mirana,1
True,6567245668,15,Gaimin Gladiators,Dragon Knight,1
False,6567245668,8,Gaimin Gladiators,Invoker,1
True,6567245668,22,Gaimin Gladiators,Enchantress,1
False,6567245668,0,Gaimin Gladiators,Bane,1
False,6567245668,19,Team Spirit,Undying,0
True,6567245668,23,Team Spirit,Windranger,0
False,6567245668,3,Team Spirit,Chen,0
False,6567245668,21,Team Spirit,Crystal Maiden,0
False,6567327850,0,Fnatic,Io,1
False,6567327850,11,TSM FTX,Mars,0
False,6567327850,3,TSM FTX,Pugna,0
False,6567327850,21,TSM FTX,Storm Spirit,0
False,6567327850,20,Fnatic,Doom,1
False,6567327850,8,Fnatic,Terrorblade,1
False,6567327850,1,TSM FTX,Keeper of the Light,0
False,6567327850,19,TSM FTX,Pangolier,0
True,6567327850,17,TSM FTX,Razor,0
True,6567327850,14,TSM FTX,Nyx Assassin,0
True,6567327850,23,TSM FTX,Lina,0
True,6567327850,7,Fnatic,Medusa,1
True,6567327850,5,TSM FTX,Dragon Knight,0
True,6567327850,15,Fnatic,Abaddon,1
False,6567327850,2,Fnatic,Bane,1
True,6567327850,22,Fnatic,Beastmaster,1
True,6567327850,16,Fnatic,Tidehunter,1
True,6567327850,4,Fnatic,Shadow Shaman,1
False,6567327850,13,TSM FTX,Treant Protector,0
False,6567327850,18,Fnatic,Phantom Lancer,1
False,6567327850,12,Fnatic,Anti-Mage,1
False,6567327850,9,TSM FTX,Brewmaster,0
True,6567327850,6,TSM FTX,Phoenix,0
False,6567327850,10,Fnatic,Drow Ranger,1
True,6567330746,7,Gaimin Gladiators,Io,1
True,6567330746,4,Gaimin Gladiators,Mars,1
False,6567330746,12,Gaimin Gladiators,Chaos Knight,1
False,6567330746,0,Gaimin Gladiators,Pugna,1
False,6567330746,1,Team Spirit,Storm Spirit,0
False,6567330746,8,Gaimin Gladiators,Grimstroke,1
True,6567330746,23,Team Spirit,Doom,0
False,6567330746,18,Gaimin Gladiators,Necrophos,1
True,6567330746,5,Team Spirit,Keeper of the Light,0
False,6567330746,21,Team Spirit,Viper,0
False,6567330746,20,Gaimin Gladiators,Timbersaw,1
False,6567330746,10,Gaimin Gladiators,Monkey King,1
True,6567330746,6,Team Spirit,Sand King,0
False,6567330746,11,Team Spirit,Razor,0
True,6567330746,17,Team Spirit,Templar Assassin,0
False,6567330746,19,Team Spirit,Huskar,0
True,6567330746,15,Gaimin Gladiators,Ember Spirit,1
False,6567330746,9,Team Spirit,Medusa,0
True,6567330746,16,Gaimin Gladiators,Mirana,1
True,6567330746,22,Gaimin Gladiators,Bloodseeker,1
True,6567330746,14,Team Spirit,Winter Wyvern,0
False,6567330746,3,Team Spirit,Enchantress,0
False,6567330746,2,Gaimin Gladiators,Bane,1
False,6567330746,13,Team Spirit,Night Stalker,0
False,6567917643,1,BetBoom Team,Io,0
False,6567917643,10,Tundra Esports,Mars,1
True,6567917643,4,Tundra Esports,Chaos Knight,1
True,6567917643,7,Tundra Esports,Pugna,1
True,6567917643,5,BetBoom Team,Storm Spirit,0
False,6567917643,13,BetBoom Team,Grimstroke,0
False,6567917643,9,BetBoom Team,Doom,0
True,6567917643,17,BetBoom Team,Necrophos,0
True,6567917643,6,BetBoom Team,Keeper of the Light,0
False,6567917643,2,Tundra Esports,Visage,1
False,6567917643,0,Tundra Esports,Nature's Prophet,1
True,6567917643,15,Tundra Esports,Void Spirit,1
False,6567917643,3,BetBoom Team,Pangolier,0
False,6567917643,20,Tundra Esports,Monkey King,1
False,6567917643,21,BetBoom Team,Sand King,0
False,6567917643,19,BetBoom Team,Batrider,0
False,6567917643,8,Tundra Esports,Underlord,1
True,6567917643,22,Tundra Esports,Death Prophet,1
False,6567917643,12,Tundra Esports,Dragon Knight,1
False,6567917643,11,BetBoom Team,Beastmaster,0
True,6567917643,14,BetBoom Team,Hoodwink,0
True,6567917643,23,BetBoom Team,Tidehunter,0
True,6567917643,16,Tundra Esports,Shadow Shaman,1
False,6567917643,18,Tundra Esports,Naga Siren,1
True,6567920917,14,OG,Io,0
False,6567920917,10,T1,Mars,1
True,6567920917,17,OG,Chaos Knight,0
False,6567920917,1,OG,Pugna,0
True,6567920917,5,OG,Storm Spirit,0
True,6567920917,6,OG,Grimstroke,0
False,6567920917,3,OG,Keeper of the Light,0
False,6567920917,0,T1,Timbersaw,1
False,6567920917,2,T1,Razor,1
False,6567920917,8,T1,Tiny,1
True,6567920917,7,T1,Lina,1
False,6567920917,21,OG,Underlord,0
True,6567920917,23,OG,Slardar,0
True,6567920917,4,T1,Dragon Knight,1
False,6567920917,13,OG,Bane,0
False,6567920917,18,T1,Beastmaster,1
False,6567920917,19,OG,Tidehunter,0
True,6567920917,15,T1,Shadow Shaman,1
False,6567920917,9,OG,Treant Protector,0
True,6567920917,16,T1,Undying,1
False,6567920917,12,T1,Spectre,1
False,6567920917,20,T1,Night Stalker,1
True,6567920917,22,T1,Brewmaster,1
False,6567920917,11,OG,Skywrath Mage,0
True,6568000902,7,BetBoom Team,Io,1
False,6568000902,9,Tundra Esports,Mars,0
True,6568000902,4,BetBoom Team,Chaos Knight,1
True,6568000902,5,Tundra Esports,Pugna,0
False,6568000902,13,Tundra Esports,Storm Spirit,0
False,6568000902,2,BetBoom Team,Grimstroke,1
True,6568000902,6,Tundra Esports,Doom,0
False,6568000902,20,BetBoom Team,Viper,1
False,6568000902,21,Tundra Esports,Timbersaw,0
False,6568000902,1,Tundra Esports,Visage,0
False,6568000902,3,Tundra Esports,Nature's Prophet,0
False,6568000902,12,BetBoom Team,Void Spirit,1
False,6568000902,0,BetBoom Team,Pangolier,1
False,6568000902,19,Tundra Esports,Batrider,0
False,6568000902,11,Tundra Esports,Leshrac,0
False,6568000902,10,BetBoom Team,Medusa,1
True,6568000902,16,BetBoom Team,Death Prophet,1
True,6568000902,14,Tundra Esports,Dragon Knight,0
False,6568000902,8,BetBoom Team,Beastmaster,1
True,6568000902,15,BetBoom Team,Shadow Shaman,1
False,6568000902,18,BetBoom Team,Ancient Apparition,1
True,6568000902,22,BetBoom Team,Ursa,1
True,6568000902,17,Tundra Esports,Snapfire,0
True,6568000902,23,Tundra Esports,Skywrath Mage,0
False,6568003158,3,T1,Io,1
True,6568003158,7,OG,Mars,0
False,6568003158,0,OG,Pugna,0
True,6568003158,4,OG,Storm Spirit,0
False,6568003158,2,OG,Grimstroke,0
False,6568003158,9,T1,Keeper of the Light,1
True,6568003158,23,T1,Viper,1
False,6568003158,1,T1,Timbersaw,1
False,6568003158,13,T1,Monkey King,1
False,6568003158,19,T1,Razor,1
True,6568003158,22,OG,Templar Assassin,0
True,6568003158,15,OG,Clockwerk,0
False,6568003158,21,T1,Faceless Void,1
True,6568003158,17,T1,Lifestealer,1
False,6568003158,10,OG,Dragon Knight,0
True,6568003158,14,T1,Puck,1
False,6568003158,20,OG,Beastmaster,0
False,6568003158,18,OG,Tidehunter,0
True,6568003158,5,T1,Shadow Shaman,1
True,6568003158,6,T1,Treant Protector,1
False,6568003158,12,OG,Riki,0
False,6568003158,8,OG,Anti-Mage,0
True,6568003158,16,OG,Phoenix,0
False,6568003158,11,T1,Lion,1
True,6568099598,15,OG,Io,0
False,6568099598,2,OG,Chaos Knight,0
False,6568099598,0,OG,Pugna,0
True,6568099598,6,Tundra Esports,Grimstroke,1
True,6568099598,14,Tundra Esports,Doom,1
True,6568099598,23,Tundra Esports,Keeper of the Light,1
True,6568099598,7,OG,Viper,0
False,6568099598,1,Tundra Esports,Timbersaw,1
True,6568099598,5,Tundra Esports,Visage,1
False,6568099598,9,Tundra Esports,Monkey King,1
False,6568099598,21,Tundra Esports,Tusk,1
False,6568099598,10,OG,Wraith King,0
False,6568099598,3,Tundra Esports,Razor,1
False,6568099598,20,OG,Batrider,0
False,6568099598,13,Tundra Esports,Faceless Void,1
False,6568099598,19,Tundra Esports,Slardar,1
True,6568099598,16,OG,Leshrac,0
True,6568099598,4,OG,Dragon Knight,0
False,6568099598,12,OG,Abaddon,0
True,6568099598,22,OG,Treant Protector,0
False,6568099598,8,OG,Naga Siren,0
False,6568099598,18,OG,Windranger,0
True,6568099598,17,Tundra Esports,Juggernaut,1
False,6568099598,11,Tundra Esports,Weaver,1
True,6568101413,7,Evil Geniuses,Io,1
False,6568101413,3,BOOM Esports,Mars,0
False,6568101413,18,Evil Geniuses,Chaos Knight,1
False,6568101413,1,BOOM Esports,Pugna,0
True,6568101413,4,Evil Geniuses,Storm Spirit,1
False,6568101413,0,Evil Geniuses,Grimstroke,1
False,6568101413,20,Evil Geniuses,Terrorblade,1
False,6568101413,13,BOOM Esports,Viper,0
True,6568101413,16,Evil Geniuses,Witch Doctor,1
False,6568101413,11,BOOM Esports,Timbersaw,0
False,6568101413,2,Evil Geniuses,Monkey King,1
True,6568101413,15,Evil Geniuses,Razor,1
True,6568101413,22,Evil Geniuses,Templar Assassin,1
False,6568101413,10,Evil Geniuses,Lina,1
False,6568101413,19,BOOM Esports,Slardar,0
True,6568101413,5,BOOM Esports,Dragon Knight,0
True,6568101413,17,BOOM Esports,Queen of Pain,0
False,6568101413,12,Evil Geniuses,Beastmaster,1
True,6568101413,6,BOOM Esports,Hoodwink,0
False,6568101413,9,BOOM Esports,Tidehunter,0
True,6568101413,14,BOOM Esports,Treant Protector,0
False,6568101413,8,Evil Geniuses,Ursa,1
False,6568101413,21,BOOM Esports,Legion Commander,0
True,6568101413,23,BOOM Esports,Weaver,0
False,6568205642,0,BOOM Esports,Io,1
False,6568205642,1,Evil Geniuses,Mars,0
True,6568205642,4,BOOM Esports,Pugna,1
False,6568205642,2,BOOM Esports,Storm Spirit,1
True,6568205642,5,Evil Geniuses,Grimstroke,0
False,6568205642,11,Evil Geniuses,Timbersaw,0
False,6568205642,10,BOOM Esports,Void Spirit,1
False,6568205642,19,Evil Geniuses,Pangolier,0
False,6568205642,3,Evil Geniuses,Monkey King,0
False,6568205642,13,Evil Geniuses,Sand King,0
True,6568205642,7,BOOM Esports,Razor,1
False,6568205642,18,BOOM Esports,Templar Assassin,1
True,6568205642,15,BOOM Esports,Kunkka,1
True,6568205642,22,BOOM Esports,Underlord,1
True,6568205642,17,Evil Geniuses,Ember Spirit,0
True,6568205642,6,Evil Geniuses,Dragon Knight,0
False,6568205642,8,BOOM Esports,Bloodseeker,1
True,6568205642,16,BOOM Esports,Abaddon,1
False,6568205642,12,BOOM Esports,Enchantress,1
False,6568205642,9,Evil Geniuses,Tidehunter,0
True,6568205642,23,Evil Geniuses,Ursa,0
